Model,Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
DenseNet201Model,0,5.5345357894897464,0.7851521372795105,1.944976556301117,0.8710539937019348
DenseNet201Model,1,0.5635454595088959,0.9374126434326172,0.9375907480716705,0.9176881790161133
DenseNet201Model,2,0.23788456618785853,0.9653647184371948,0.3346477001905441,0.9485548257827758
DenseNet201Model,3,0.15752389356493945,0.9759936332702637,0.41511644423007965,0.945146644115448
DenseNet201Model,4,0.1273953668773174,0.9780482769012451,0.270217615365982,0.9581697463989258
DenseNet201Model,5,0.03345707952976224,0.9931403994560242,0.3072293967008591,0.9574871778488159
DenseNet201Model,6,0.03179914783686394,0.9941691279411315,0.30341678559780116,0.9629666328430175
DenseNet201Model,7,0.05699822786264117,0.9912586092948914,0.38081630170345304,0.9506001949310303
DenseNet201Model,8,0.01779536776011806,0.9970862388610839,0.3283023476600647,0.9595349073410034
DenseNet201Model,9,0.01870240425414518,0.9964004516601562,0.2930241838097572,0.9636468529701233
DenseNet201Model,10,0.015226026849631985,0.9979429960250854,0.29557288140058513,0.9650190591812133
DenseNet201Model,11,0.012793801321640753,0.9976000905036926,0.3239148914813995,0.962269914150238
DenseNet201Model,12,0.021356516834020987,0.9962292194366456,0.3109921991825103,0.9588382124900818
DenseNet201Model,13,0.03083720265913139,0.9955436825752259,0.30577562451362605,0.9608953475952149
DenseNet201Model,14,0.01081310467779982,0.9988000392913818,0.3729856461286545,0.9595207810401917
DenseNet201Model,15,0.009623293077129327,0.9984570026397706,0.3115043520927429,0.9629642724990845
DenseNet201Model,16,0.013274129314231659,0.9970856666564941,0.3666481763124466,0.9650166988372803
DenseNet201Model,17,0.02129396066702607,0.9969136953353882,0.3825479716062546,0.9629595518112183
DenseNet201Model,18,0.015597651712596375,0.9976428002119064,0.31424031406641,0.9613931626081467
DenseNet201Model,19,0.019236746709793775,0.9978568404912949,0.3030772432684898,0.9639793038368225
DenseNet201Model,20,0.02019849093630905,0.9982854723930359,0.1811360865831375,0.9708433449268341
DenseNet201Model,21,0.01746778655797235,0.9982851147651672,0.1645537689328193,0.9708433449268341
DenseNet201Model,22,0.0146173820830881,0.9982858300209045,0.1718115992844104,0.9742797613143921
DenseNet201Model,23,0.019106908701360198,0.99871426820755,0.16120959073305124,0.9777044057846068
DenseNet201Model,24,0.0170664442703127,0.9991427361965179,0.15713442489504809,0.9777044057846068
DenseNet201Model,25,0.007511144503951,0.9991423487663268,0.2072672545909881,0.9691780805587769
DenseNet201Model,26,0.0224956069141626,0.9982847571372986,0.2530263066291809,0.9726027250289916
DenseNet201Model,27,0.0236757323145866,0.9982847571372986,0.2067592591047287,0.965753436088562
DenseNet201Model,28,0.0037096757441759,0.9982847571372986,0.1995427012443542,0.9691780805587769
DenseNet201Model,29,0.0096404161304235,0.9991423487663268,0.1986351013183593,0.9691780805587769
DenseNet201Model,30,0.0037106666713953,0.9991423487663268,0.2077016830444336,0.9726027250289916
DenseNet201Model,31,0.0035989345051348,0.9991423487663268,0.1937688589096069,0.9691780805587769
DenseNet201Model,32,0.0034380780998617,0.9991423487663268,0.1996259987354278,0.9691780805587769
DenseNet201Model,33,0.0031602277886122,0.9991423487663268,0.20020692050457,0.9691780805587769
InceptionResNetV2Model,0,10.196393966674806,0.6963363409042358,2.200411820411682,0.8271312832832336
InceptionResNetV2Model,1,1.0650824785232544,0.9015812277793884,0.6285743355751038,0.9218119025230408
InceptionResNetV2Model,2,0.5671046018600464,0.9228383064270019,0.7590263694524765,0.8984889149665832
InceptionResNetV2Model,3,0.199801567196846,0.9602211236953735,0.3786900773644447,0.9444452285766601
InceptionResNetV2Model,4,0.10194071531295772,0.9730800271034241,0.33195571303367616,0.9423998594284058
InceptionResNetV2Model,5,0.0712775789201259,0.9771965265274047,0.39498222470283506,0.9327919840812683
InceptionResNetV2Model,6,0.09894028753042218,0.9799359440803528,0.33065138161182406,0.9403262138366699
InceptionResNetV2Model,7,0.0755155187100172,0.9813127160072327,0.42859004735946654,0.9272889971733094
InceptionResNetV2Model,8,0.06172478664666412,0.9857688784599304,0.3595999270677566,0.9458245158195495
InceptionResNetV2Model,9,0.02934667463414366,0.9926262736320496,0.4630979061126709,0.9375464797019959
InceptionResNetV2Model,10,0.06055404152721165,0.9876555442810059,0.3571119248867035,0.9499246716499329
InceptionResNetV2Model,11,0.029426000081002678,0.9926284670829773,0.33355136513710015,0.9485501170158386
InceptionResNetV2Model,12,0.03883145488798612,0.9909130573272705,0.3273697584867477,0.9492373943328858
InceptionResNetV2Model,13,0.035760635137557936,0.9907397627830505,0.442327556014061,0.9410111546516419
InceptionResNetV2Model,14,0.02861489094793792,0.9931402564048767,0.3599317997694015,0.9506143212318421
InceptionResNetV2Model,15,0.026717936433851664,0.9941695690155029,0.4243699312210083,0.945127809047699
InceptionResNetV2Model,16,0.02446756530553098,0.9929687142372131,0.4399182707071304,0.9465094327926635
InceptionResNetV2Model,17,0.02194762825965876,0.9950267553329468,0.41350565254688265,0.9519912481307984
InceptionResNetV2Model,18,0.01668496103957292,0.9955411911010742,0.399983873963356,0.940328574180603
InceptionResNetV2Model,19,0.0227678976953029,0.9942113310098648,0.4810940809547901,0.9485771805047989
InceptionResNetV2Model,20,0.03809612306455767,0.9928533037503561,0.5998657842477163,0.9417298237482706
InceptionResNetV2Model,21,0.08256831113249061,0.9849914014339447,0.9103265106678009,0.9160958826541901
InceptionResNetV2Model,22,0.1011067032814025,0.9716981053352356,0.2670861482620239,0.9623287916183472
InceptionResNetV2Model,23,0.0217288248240947,0.9905660152435304,0.1992316246032714,0.9726027250289916
InceptionResNetV2Model,24,0.0673467591404914,0.9854202270507812,1.0716347694396973,0.8904109597206116
InceptionResNetV2Model,25,0.1323258876800537,0.9716981053352356,1.0831427574157717,0.8801369667053223
InceptionResNetV2Model,26,0.0747832879424095,0.9871355295181274,0.2505229115486145,0.9452054500579834
InceptionResNetV2Model,27,0.0139625230804085,0.9965694546699524,0.1840001195669174,0.9760273694992064
InceptionResNetV2Model,28,0.0145837347954511,0.995711863040924,0.1917939633131027,0.9691780805587769
InceptionResNetV2Model,29,0.0249239392578601,0.9974271059036256,0.5755689144134521,0.9212328791618348
InceptionResNetV2Model,30,0.0213873889297246,0.994854211807251,0.2447396963834762,0.9623287916183472
MobileNetV2Model,0,5.833185768127441,0.79080650806427,0.9322273194789886,0.9108106255531311
MobileNetV2Model,1,0.873475182056427,0.9233531832695008,0.8893435299396515,0.9266487836837769
MobileNetV2Model,2,0.4682725578546524,0.9545578002929688,0.6323131024837494,0.9430659532546997
MobileNetV2Model,3,0.15634393543004985,0.9801124691963196,0.6025177329778671,0.9506166696548461
MobileNetV2Model,4,0.06519323140382764,0.9903993606567383,0.4872148931026459,0.9526714563369751
MobileNetV2Model,5,0.043139038234949065,0.9924569368362427,0.5868359953165054,0.9478604674339295
MobileNetV2Model,6,0.022788054402917583,0.9955422282218933,0.4485394060611725,0.9554182410240173
MobileNetV2Model,7,0.02072640499100084,0.9957127213478089,0.4415708750486374,0.9595325589179993
MobileNetV2Model,8,0.0165978510587592,0.9969142794609069,0.4628868907690048,0.9595396041870117
MobileNetV2Model,9,0.03253578470903443,0.9958861470222473,0.4705116838216782,0.9595325469970704
MobileNetV2Model,10,0.015263419460461558,0.9965719699859619,0.472159868478775,0.9554159045219421
MobileNetV2Model,11,0.015615382133910264,0.9984572768211365,0.5111110210418701,0.9533611059188842
MobileNetV2Model,12,0.010983695285176467,0.9982857584953309,0.5221834182739258,0.9554182648658752
MobileNetV2Model,13,0.012566692674226892,0.9977713346481323,0.4861707717180252,0.9561031937599183
MobileNetV2Model,14,0.011919006271091295,0.9987999081611634,0.495416459441185,0.9540366411209107
MobileNetV2Model,15,0.018555968863802237,0.9976003766059875,0.7430301427841186,0.9506049036979676
MobileNetV2Model,16,0.02223655361049164,0.9970861077308655,0.7455211281776428,0.9499152779579163
MobileNetV2Model,17,0.02964092654528936,0.996229064464569,0.8839705109596252,0.9430494785308838
MobileNetV2Model,18,0.03633913650719473,0.9953720211982727,0.5581987559795379,0.9574754238128662
MobileNetV2Model,19,0.03764192461712808,0.9953723073005676,0.5732856035232544,0.9547333359718323
MobileNetV2Model,20,0.024769120384007668,0.9965714414914449,0.3276350994904836,0.9531453450520834
MobileNetV2Model,21,0.0091785675613209,0.9987139403820038,0.42714348435401917,0.9451289772987366
MobileNetV2Model,22,0.015086694969795601,0.9987139403820038,0.4532555937767029,0.9485712945461273
MobileNetV2Model,23,0.002910029143095,0.9974271059036256,0.3688174784183502,0.9383561611175536
MobileNetV2Model,24,0.0027869041077792,0.9991423487663268,0.3706225156784057,0.9383561611175536
MobileNetV2Model,25,0.0027123242616653,0.9991423487663268,0.4430731236934662,0.9452054500579834
MobileNetV2Model,26,0.0026258435100317,0.9991423487663268,0.4995702505111694,0.9452054500579834
MobileNetV2Model,27,0.0024173888377845,0.9991423487663268,0.5301413536071777,0.9417808055877686
MobileNetV2Model,28,0.002198735717684,0.9991423487663268,0.6001692414283752,0.9452054500579834
MobileNetV2Model,29,0.0020336236339062,0.9991423487663268,0.7946338653564453,0.9452054500579834
ResNet50Model,0,5.94629020690918,0.367280900478363,1.4122740983963014,0.5061832010746002
ResNet50Model,1,1.0143218755722045,0.5389338850975036,0.8546983957290649,0.628218698501587
ResNet50Model,2,0.7379530549049378,0.6709627628326416,0.7129950046539306,0.6770041823387146
ResNet50Model,3,0.6373287081718445,0.7175933122634888,0.5570289731025696,0.7764298796653748
ResNet50Model,4,0.5966287612915039,0.7428049206733703,0.6137635111808777,0.7346231698989868
ResNet50Model,5,0.5575856268405914,0.7578914761543274,0.5384088754653931,0.7806171417236328
ResNet50Model,6,0.5413236498832703,0.7740029215812683,0.45120167136192324,0.8285552859306335
ResNet50Model,7,0.49218900203704835,0.7957747340202331,0.5218155860900879,0.7909217000007629
ResNet50Model,8,0.46152421832084656,0.8093266606330871,0.6596717655658721,0.7364025592803956
ResNet50Model,9,0.4450902283191681,0.8259707689285278,0.4512424170970917,0.8292802333831787
ResNet50Model,10,0.4173303544521332,0.8345279932022095,0.5629601359367371,0.7715765357017517
ResNet50Model,11,0.38291488885879515,0.854087769985199,0.3751948118209839,0.847691011428833
ResNet50Model,12,0.3678427994251251,0.8578595876693725,0.40067578554153443,0.8546274065971374
ResNet50Model,13,0.3541856050491333,0.8640292525291443,0.39154555797576907,0.838109016418457
ResNet50Model,14,0.3146532475948333,0.8888901710510254,0.38106998205184933,0.8484418392181396
ResNet50Model,15,0.37767446637153623,0.8520294308662415,0.33151104748249055,0.8854775786399841
ResNet50Model,16,0.3782444655895233,0.8554389357566834,0.5349560976028442,0.792854118347168
ResNet50Model,17,0.3744978070259094,0.8544262528419495,0.5680114686489105,0.7295697331428528
ResNet50Model,18,0.33482863306999205,0.8712307214736938,0.3243487417697906,0.8710775256156922
ResNet50Model,19,0.3173122495412827,0.8787680268287659,0.35475424826145174,0.8683754563331604
ResNet50Model,20,0.3969759702682495,0.8491089344024658,0.3867802202701568,0.8594525098800659
ResNet50Model,21,0.33749488592147825,0.8734579086303711,0.5266430377960205,0.7792260885238648
ResNet50Model,22,0.38533441424369813,0.8537405967712403,0.37349411845207214,0.8408087372779847
ResNet50Model,23,0.28561082482337946,0.8868359565734864,0.4511654108762741,0.8264746069908142
ResNet50Model,24,0.28697124123573303,0.8942046999931336,0.33792481422424314,0.8779550909996032
ResNet50Model,25,0.3027903974056244,0.8873467206954956,0.4025368392467499,0.847690999507904
ResNet50Model,26,0.2914892792701721,0.8926596403121948,0.33796046376228334,0.8737960696220398
ResNet50Model,27,0.28370406627655026,0.8948962330818176,0.3572995215654373,0.874450409412384
ResNet50Model,28,0.23780835270881653,0.9147805452346802,0.31347941756248476,0.8888904452323914
ResNet50Model,29,0.27879864573478697,0.8940317034721375,0.3252632498741149,0.8834416031837463
ResNet50Model,30,0.2562469094991684,0.9008933424949646,0.30678606033325195,0.8902979731559754
ResNet50Model,31,0.22589212357997895,0.9164980053901672,0.2925075709819793,0.8916301846504211
ResNet50Model,32,0.28010395765304563,0.894893741607666,0.3054700046777725,0.8827354788780213
ResNet50Model,33,0.23189800381660458,0.9120356798171997,0.3549876779317856,0.8697359204292298
ResNet50Model,34,0.2643171548843383,0.9029460787773133,0.27302106320858,0.9039919018745423
ResNet50Model,35,0.23673556372523305,0.9138292074203491,0.27264164388179774,0.8980487585067749
ResNet50Model,36,0.21946265920996663,0.9170398265123367,0.27147360891103745,0.9040477871894836
ResNet50Model,37,0.22406974062323565,0.9163980633020401,0.2813328020274639,0.9031475186347961
ResNet50Model,38,0.24238606542348862,0.9104019701480865,0.3763486295938492,0.869804173707962
ResNet50Model,39,0.21473446488380427,0.9243280440568924,0.2538273483514785,0.914321780204773
ResNet50Model,40,0.20420093089342112,0.9260445833206177,0.2856578826904297,0.8989108204841614
ResNet50Model,41,0.19864795729517937,0.9273290187120438,0.2826446704566478,0.8903403580188751
ResNet50Model,42,0.19905725494027132,0.929691731929779,0.2948390319943428,0.9014086872339249
ResNet50Model,43,0.19492339094479874,0.9305528004964193,0.18685165047645566,0.9382973313331604
ResNet50Model,44,0.2381437371174494,0.9051111737887064,0.31289227306842804,0.8971347411473592
ResNet50Model,45,0.20458687345186863,0.9242593248685201,0.3026205897331238,0.8983076810836792
ResNet50Model,46,0.20936769743760422,0.9205431739489237,0.2900819331407547,0.8971072634061178
ResNet50Model,47,0.24165760477383932,0.915681262811025,0.2277372032403945,0.9223038156827291
ResNet50Model,48,0.18835530181725813,0.9319843848546346,0.3090072919925053,0.8970719774564108
ResNet50Model,49,0.1911994665861129,0.9242595831553141,0.2393516649802526,0.9131517807642618
ResNet50Model,50,0.20848944783210752,0.9228328863779703,0.29696940382321674,0.8891634742418925
ResNet50Model,51,0.191614439090093,0.927409847577413,0.3927227258682251,0.8697806398073832
ResNet50Model,52,0.19100651641686753,0.9334113200505575,0.2531949033339818,0.9131753245989481
ResNet50Model,53,0.19646235803763068,0.9276942610740662,0.43014565110206604,0.8400375048319498
ResNet50Model,54,0.23306083182493845,0.908537765343984,0.28480145335197443,0.8983233769734701
ResNet50Model,55,0.21693470080693564,0.9191213647524515,0.29914069175720215,0.8925606807072958
ResNet50Model,56,0.17632282276948288,0.9368364612261454,0.3237189253171285,0.8926195303599039
ResNet50Model,57,0.16345458477735514,0.9421358704566956,0.17689874023199081,0.9331368207931519
ResNet50Model,58,0.1511588171124458,0.9464181363582611,0.2692403197288513,0.8970543444156647
ResNet50Model,59,0.1349565684795379,0.9537274837493896,0.2732821404933929,0.8969072103500366
ResNet50Model,60,0.1941351741552353,0.9323050379753112,0.3185357451438904,0.8797250986099243
ResNet50Model,61,0.1831200271844864,0.934018850326538,0.2336679250001907,0.907216489315033
ResNet50Model,62,0.3135078251361847,0.8791773915290833,0.2358614206314087,0.9347078800201416
ResNet50Model,63,0.2142316997051239,0.9203084707260132,0.328619509935379,0.8728522062301636
ResNet50Model,64,0.1240586787462234,0.9580119848251344,0.1909402161836624,0.9484536051750184
ResNet50Model,65,0.1378455013036728,0.9502999186515808,0.6559467911720276,0.769759476184845
ResNet50Model,66,0.1666468828916549,0.9408740401268004,0.2078319489955902,0.9243986010551452
ResNet50Model,67,0.1416310667991638,0.948586106300354,0.3664304912090301,0.869415819644928
ResNet50Model,68,0.1396604925394058,0.9511567950248718,0.1826798021793365,0.9243986010551452
ResNet50Model,69,0.135568305850029,0.9554412961006165,0.2554651796817779,0.8969072103500366
ResNet50Model,70,0.1825425773859024,0.9297343492507936,0.2372743040323257,0.9209622144699096
ResNet50Model,71,0.1722877919673919,0.9443016052246094,0.3692539632320404,0.876288652420044
ResNet50Model,72,0.1775672435760498,0.9348757266998292,0.2426384538412094,0.900343656539917
